"2025/11/09 01:15 UTC","GLOSSARY","CDSX","MAP_127246_CIBCMellon_CDS_PTM_Processing","","","#||"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Non-Exchange Trades 10000000000.0 USD","This function is to create and maintain non-exchange trades within the 'Manage Non-Exchange Trade' menu or 'Create Non-Exchange Trade' menu under the 'Trade Services' parent menu on CDSX GUI. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Pledge 10000000000.0 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Pledge 10000000000.0 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Pledge 10000000000.0 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Pledge 10000000000.0 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Seize Pledge 10000000000.0 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Seize Pledge 10000000000.0 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire ISIN Issuance & Eligibility","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire STRIP/ PACKAGE","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Maintain ISIN Issuance & Eligibility","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Maintain STRIP/ PACKAGE","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RSTLE00120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RSTLE00121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RSTLE00520","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RSTLE00521","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RSTLS00120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RSTLS00121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RSTLS00220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RSTLS00221","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RSTLS00320","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RSTLS00321","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire CNS Positions","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Non Exchange Trades 9999999.99 CAD","This function is to perform inquiries and view Non-Exchange trades within the 'Trade Confirmation Statistics' menu under the 'Trade Services' parent menu. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Non Exchange Trades 9999999.99 USD","This function is to perform inquiries and view Non-Exchange trades within the 'Trade Confirmation Statistics' menu under the 'Trade Services' parent menu. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Non-Exchange Trades 9999999.99 CAD","This function is to create and maintain non-exchange trades within the 'Manage Non-Exchange Trade' menu or 'Create Non-Exchange Trade' menu under the 'Trade Services' parent menu on CDSX GUI. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Non-Exchange Trades 9999999.99 USD","This function is to create and maintain non-exchange trades within the 'Manage Non-Exchange Trade' menu or 'Create Non-Exchange Trade' menu under the 'Trade Services' parent menu on CDSX GUI. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Pledge 9999999.99 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Pledge 9999999.99 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Pledge 9999999.99 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Pledge 9999999.99 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Seize Pledge 9999999.99 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Seize Pledge 9999999.99 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire CAP","This function is required to inquire on CIBC Mellon's CAP (Company Allocated Principal) set by CIBC. Assigned at the CMT company code level.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Company ACV","This function is required to inquire on CIBC Mellon's ACV (Aggregated Collateral Value) allocation and Sector Limits, assigned at the CMT company level.","","000"
"2025/11/09 01:15 UTC","188","EOF"
